amount,merchant_id,hour,is_fraud
3065.08,17,8,0
2557.31,45,12,0
943.95,54,23,0
1697.76,2,8,0
4003.39,12,6,0
2453.78,2,11,0
4658.69,75,19,0
1005.68,96,19,0
3138.49,92,3,1
751.53,2,4,0
4968.04,13,14,0
2205.21,66,7,0
4784.89,18,10,0
1629.89,44,3,0
1557.2,41,4,0
3634.8,72,9,0
2878.88,39,5,0
805.79,39,23,0
509.2,81,12,0
951.23,10,23,0
4231.49,46,3,1
1262.58,36,21,0
1955.53,57,1,0
863.82,56,6,0
2100.09,45,3,0
2589.15,74,16,0
1556.54,35,13,0
1630.02,12,20,0
3016.08,11,19,0
4930.57,16,13,0
2313.32,74,21,0
4404.22,4,11,0
730.55,35,22,0
467.8,45,13,0
200.62,34,5,0
926.54,34,4,1
4575.06,57,14,0
4428.51,96,6,1
2675.63,69,19,0
1526.78,36,5,0
3278.13,1,23,0
2775.42,13,16,0
4125.08,36,13,0
1234.73,9,18,0
3778.63,67,17,0
2199.59,80,17,0
323.68,94,7,0
3591.38,68,6,0
4825.87,24,11,0
2798.18,29,9,0
1008.97,75,2,0
1042.14,93,13,0
4878.2,18,13,0
764.8,66,16,0
2974.94,93,17,0
4820.34,17,16,0
4896.65,46,18,0
4896.82,56,23,0
2019.48,50,23,0
2979.05,52,15,0
4619.56,81,5,0
4473.26,92,20,1
1935.93,39,5,0
1928.7,68,1,0
4300.62,53,21,0
2400.01,22,1,0
617.55,100,9,0
4532.4,56,19,0
1490.53,78,13,0
1464.62,11,23,0
1150.16,60,12,0
1740.64,8,15,0
4468.61,49,4,1
1448.61,16,16,0
248.48,90,9,0
4321.36,78,4,1
1826.52,73,19,0
260.64,30,2,0
953.87,11,0,0
1080.95,11,21,0
2775.07,59,14,0
97.56,91,14,0
3377.03,91,4,1
1774.8,97,0,1
1.18,38,7,0
2239.59,14,11,0
518.68,56,22,0
1843.35,17,16,0
244.41,56,22,0
2260.13,99,23,0
3482.19,23,22,0
3016.13,65,21,0
3302.85,40,6,0
4026.57,5,23,0
3267.07,86,7,0
2785.64,34,22,0
511.84,37,1,0
4302.94,86,0,1
3776.39,3,19,0
434.99,58,22,0
3034.99,5,22,0
2194.03,59,22,0
41.62,94,2,1
3321.03,5,18,0
2357.81,25,16,0
3117.46,32,13,0
3727.77,52,3,0
1430.47,82,15,0
4256.37,58,9,0
3454.2,81,18,0
1458.73,1,18,0
897.63,83,11,0
4540.79,71,17,0
2590.27,71,11,0
1650.6,93,5,0
1210.43,44,1,0
1180.73,55,15,0
537.64,52,19,0
3153.38,60,8,0
4834.05,77,10,0
653.37,41,21,0
1715.52,33,8,0
2545.43,93,15,0
1438.24,13,10,0
2172.22,87,1,0
652.63,14,21,0
203.44,32,20,0
1115.93,1,4,0
3133.87,71,11,0
3857.98,35,16,0
1497.38,55,21,0
3965.33,69,22,0
2643.04,41,0,0
3600.74,87,16,0
3981.29,63,23,0
4521.76,20,4,1
4530.35,30,11,0
3692.75,15,14,0
545.91,50,16,0
1270.48,83,10,0
2075.48,98,6,0
4383.31,21,0,1
3767.47,2,15,0
1987.73,25,21,0
3713.26,42,20,0
451.48,58,16,0
663.76,53,6,0
4986.2,52,9,0
4666.86,22,5,0
2916.32,55,21,0
1186.43,49,3,0
3663.68,78,6,0
2230.76,63,8,0
2892.91,95,6,0
4045.76,44,16,0
2897.76,62,9,0
4510.21,82,22,0
1323.13,41,2,0
4746.05,26,1,1
454.81,8,21,0
2811.26,32,7,0
1507.09,9,8,0
3923.6,86,5,0
75.83,9,2,0
1964.69,97,19,0
3154.79,94,1,1
1837.8,99,20,0
2126.04,5,16,0
2042.29,22,19,0
2388.02,83,10,0
1041.84,50,17,0
1508.39,68,19,0
3373.49,23,19,0
1817.49,74,0,0
2918.09,99,15,0
1759.18,91,7,0
591.8,56,1,0
4506.88,63,12,0
2654.35,90,8,0
2283.31,87,19,0
121.18,100,12,0
3191.48,6,13,0
3964.51,40,14,0
382.91,24,1,0
1828.68,45,19,0
4528.23,77,19,0
3758.95,41,8,0
2635.52,59,7,0
1456.34,54,5,0
2669.03,86,15,0
2273.73,1,0,0
3074.71,82,11,0
2978.14,92,15,0
3444.0,99,9,0
3194.34,85,10,0
2046.4,42,21,0
4022.41,99,9,1
4241.99,33,14,0
4108.91,7,21,0
853.67,70,2,0
3151.46,79,1,0
2133.04,18,0,0
4881.09,9,19,0
651.71,71,20,0
808.29,87,7,0
1929.49,81,7,0
4001.86,16,2,1
965.82,73,14,0
3219.35,30,0,0
980.72,74,8,0
4738.39,85,17,0
522.52,3,4,0
817.86,80,12,0
1323.05,54,21,0
1836.56,99,3,1
2972.15,30,6,0
2433.97,65,15,0
2312.43,67,23,0
1673.74,88,0,0
2212.41,28,8,0
3876.81,27,5,0
747.93,11,20,0
4378.07,37,12,0
1573.25,81,13,0
2046.67,66,22,0
1634.17,62,21,0
366.32,94,6,0
1825.84,11,8,0
1076.86,76,4,0
3112.83,9,16,0
1623.19,12,2,0
783.5,5,17,0
2639.92,16,5,0
3898.2,8,6,0
1684.88,49,8,0
3060.45,45,22,0
2026.86,42,18,0
3590.77,30,0,0
4967.09,59,11,0
2119.72,9,10,0
1718.7,100,19,0
3059.36,36,4,0
3049.34,30,5,0
1718.98,2,12,0
3214.03,6,8,0
2078.42,100,15,0
2790.24,19,8,0
4500.58,9,7,0
3020.97,13,14,0
1284.87,43,22,0
2979.24,62,5,0
4348.96,53,15,0
2676.44,15,21,0
2691.53,7,1,0
1205.68,94,9,0
4555.33,29,15,0
841.82,48,16,0
4636.78,74,6,1
4208.04,53,14,0
3954.76,49,19,0
531.98,84,22,0
226.22,29,23,0
1551.08,47,3,0
2280.31,27,20,0
4913.22,91,6,1
4489.72,86,22,0
4158.54,77,17,0
698.43,49,23,0
1471.21,70,22,0
4307.42,27,15,0
1186.91,42,9,0
3088.94,17,10,0
4821.15,49,15,0
2842.73,38,18,1
2639.34,72,5,1
105.09,49,9,0
2023.73,47,14,0
2971.93,43,17,0
142.46,50,5,0
1351.38,92,21,0
1025.69,97,10,0
1774.27,23,14,0
702.48,96,23,0
3675.12,53,23,0
2377.73,5,9,0
4048.2,87,1,1
1432.78,93,9,0
2187.04,73,11,0
137.76,83,1,0
3237.71,16,18,0
293.29,10,12,0
2670.61,94,12,0
2553.5,6,10,0
524.89,94,12,0
4160.35,98,20,1
1038.16,32,5,0
749.12,60,16,0
4137.57,59,19,0
2034.99,49,3,0
4958.9,44,0,1
476.87,9,6,0
4043.96,40,5,0
2827.18,75,12,0
4872.86,94,21,1
1756.74,30,21,0
1658.09,28,10,0
3432.47,46,13,0
3476.12,13,10,0
4397.87,17,6,0
4284.92,33,3,1
4964.58,37,22,0
3346.16,15,7,0
304.5,55,21,0
3543.22,14,21,0
3503.28,59,12,0
2640.01,60,7,0
649.24,70,7,0
1603.0,88,15,0
638.67,33,3,0
3963.27,79,6,0
4305.02,60,22,0
3598.7,69,22,0
2504.28,25,1,0
2308.96,5,19,0
3364.92,81,9,0
156.01,95,3,1
4546.4,2,8,0
2433.17,5,16,0
4596.56,14,10,0
312.27,46,9,0
2013.74,6,15,0
2766.66,75,19,0
3067.18,49,13,0
1834.91,17,18,0
3594.96,18,18,0
1330.33,39,5,0
4532.66,35,9,0
213.38,82,13,0
4267.91,74,1,1
1356.58,42,22,0
456.2,88,2,0
4681.15,22,18,0
3313.73,76,12,0
75.34,99,9,0
2094.82,56,23,0
1326.18,56,5,0
623.71,69,12,0
398.24,74,20,0
2752.01,89,14,0
2521.58,74,17,0
2530.49,80,11,0
616.41,2,8,0
1606.85,88,9,0
328.42,44,10,0
2401.04,9,12,0
3780.13,48,0,0
2807.97,3,12,0
54.32,57,16,0
4028.5,72,1,1
1237.18,69,21,0
4381.44,70,2,1
1281.36,73,11,0
3724.34,72,0,0
4107.78,1,5,0
1167.15,99,14,0
1086.01,25,1,0
3045.16,8,3,0
4750.83,78,11,0
3432.47,67,6,0
4699.88,26,17,0
3438.12,74,2,0
2705.07,88,21,0
4417.5,42,19,0
975.17,94,6,0
395.42,27,4,0
4358.81,100,14,1
3452.97,4,12,0
1922.03,71,20,0
776.19,89,10,0
1668.92,95,14,0
122.07,89,21,0
3679.83,5,2,0
4500.72,75,18,0
2408.88,81,10,0
1888.84,17,21,0
2489.89,92,0,1
1537.44,94,18,0
3264.87,39,13,0
1718.47,93,10,0
1305.3,12,3,0
1860.09,55,17,0
1024.97,36,1,0
3147.62,58,8,0
2125.33,8,1,0
871.33,96,6,0
3574.16,37,0,0
4756.54,63,10,0
3062.63,11,23,0
1212.52,34,21,0
263.42,67,18,0
2024.48,11,9,0
2579.79,87,0,0
3273.47,97,16,0
1685.02,31,15,0
1695.98,99,16,0
2680.87,37,12,0
4408.86,100,19,1
1162.91,16,16,0
797.72,96,22,0
2081.95,93,15,0
1960.19,86,22,0
3643.44,10,8,0
3608.26,57,21,0
1633.06,33,17,0
2759.38,70,11,0
4369.35,25,9,0
1223.5,74,6,0
4201.05,77,19,0
771.8,87,7,0
1039.34,28,19,0
1544.83,73,5,0
4269.67,11,17,0
2853.99,44,3,0
296.14,21,23,0
1699.34,8,12,1
1009.8,27,14,0
2145.15,64,12,0
4277.14,56,1,1
4229.48,11,22,0
2547.49,92,21,0
4208.15,71,8,0
4482.99,71,1,1
3076.82,52,1,0
3516.16,89,6,0
1279.94,65,6,0
2376.29,84,0,0
2578.33,68,23,0
1041.84,67,13,0
2874.13,51,14,0
1549.39,17,0,0
3041.86,95,20,0
775.44,85,23,0
536.04,82,2,0
956.83,70,12,0
3374.25,71,18,0
1978.18,78,2,0
3147.61,42,22,0
548.92,35,23,0
2849.84,31,8,0
3588.57,74,0,0
3156.97,79,13,0
4050.37,91,16,1
1702.62,23,10,0
915.17,83,22,0
1539.24,73,23,1
2931.31,11,1,0
4105.81,41,13,0
4255.69,97,22,1
2492.81,22,7,0
3480.31,82,2,0
1157.49,12,7,0
4202.41,81,18,0
4153.47,63,2,1
844.82,57,5,0
1271.31,52,3,0
3454.05,78,7,0
3425.75,54,11,0
4140.91,39,22,0
1819.43,16,15,0
3437.25,82,7,0
4708.83,45,0,1
1295.46,4,4,0
959.32,8,6,0
2715.13,12,22,0
2192.18,96,10,0
2397.38,86,1,0
1560.25,80,13,0
4062.67,62,17,0
2381.52,56,7,0
248.47,85,5,0
2841.24,24,16,0
4335.42,90,6,0
1203.7,3,13,0
2158.23,13,22,0
4366.71,25,18,0
2692.13,30,23,0
112.38,21,21,0
4791.64,31,13,0
526.87,66,15,0
160.7,88,20,0
379.94,57,6,0
2512.54,41,21,0
1010.0,97,10,0
1240.08,45,5,0
3975.05,22,23,1
3826.45,48,8,0
1756.28,58,20,0
2854.85,53,8,0
2904.96,84,14,0
4243.09,24,14,0
1736.37,47,19,0
4005.62,9,20,0
2305.63,88,18,0
3744.19,30,7,0
872.57,73,10,0
1276.88,9,21,0
1822.87,13,18,0
4721.13,100,1,1
2530.59,90,2,0
1881.09,26,5,0
2423.18,96,21,0
1775.27,74,5,0
2788.43,87,2,0
70.98,20,8,0
3142.19,73,4,0
2525.54,78,17,0
1242.02,53,16,0
792.55,83,23,0
4253.74,63,8,0
2846.42,12,3,0
4157.77,71,6,0
3234.51,82,7,0
1531.21,36,10,0
3762.41,57,18,0
3373.0,99,13,0
2332.49,90,5,0
324.44,7,22,0
3260.44,54,8,0
428.43,87,23,0
4761.03,83,2,1
3342.83,16,11,0
2163.95,65,3,0
724.82,91,23,0
2964.0,40,9,0
2666.99,23,12,0
2871.31,74,4,0
4755.82,27,1,1
4728.39,30,23,0
4827.84,95,2,1
2606.17,5,20,0
3636.14,27,6,0
788.23,15,23,0
3181.47,97,6,0
3062.89,78,16,0
1378.0,4,7,0
4518.65,61,4,1
2996.53,66,1,0
3069.89,38,6,0
2877.45,26,6,0
1362.85,25,5,0
1977.57,58,6,0
4263.86,47,4,1
1515.3,16,9,0
1393.18,14,8,0
3753.22,4,22,0
1339.92,17,19,0
4782.88,42,16,0
376.16,29,1,0
779.5,3,11,0
4864.23,19,12,0
3686.52,6,14,0
4798.46,11,12,0
2933.09,8,13,0
1693.05,89,18,0
3601.76,54,8,0
3815.52,90,5,0
2277.41,11,13,0
4531.24,50,18,0
2288.99,5,4,0
2653.72,88,4,0
3440.45,8,7,0
630.15,28,8,0
4614.87,49,8,0
4917.62,85,11,0
4672.35,36,21,0
4184.24,38,1,1
1791.09,20,13,0
1437.31,5,3,0
4058.03,96,10,1
4246.41,38,23,0
4395.35,35,5,0
4416.18,75,19,0
1077.97,25,20,0
390.27,53,0,0
3923.69,55,14,0
325.65,5,6,0
4916.27,7,20,0
2209.98,32,11,0
1341.98,60,23,0
2928.08,80,13,0
1483.89,90,6,0
3622.57,80,13,0
1621.33,93,9,0
69.43,3,14,0
3713.3,38,6,0
1685.52,87,21,0
2951.72,15,15,0
4348.25,27,7,0
2484.4,24,0,0
4530.48,45,16,0
667.54,21,7,0
3802.39,81,11,0
1336.22,72,13,0
459.23,30,20,0
4654.26,93,1,1
3032.21,81,10,0
170.45,70,19,0
1244.44,66,22,0
375.88,2,23,0
4142.73,69,15,0
2475.78,66,3,0
1481.67,70,2,0
477.93,87,0,0
3084.71,42,16,0
591.48,53,5,0
4869.79,3,21,0
798.53,22,18,0
2377.16,58,22,1
3611.06,60,21,0
3814.99,46,3,0
2827.87,93,18,0
4358.35,27,2,1
4108.12,5,6,0
3493.16,99,1,1
2083.97,84,13,0
1880.64,97,10,0
798.31,89,5,0
1419.87,20,7,0
1398.75,33,2,0
3348.37,70,7,0
1583.87,19,21,0
4854.28,69,21,0
3911.49,38,21,0
3334.11,49,3,0
3421.36,6,5,0
4448.14,70,14,0
4711.5,56,9,0
101.06,6,7,0
1038.57,57,11,0
1146.74,44,18,0
3742.19,51,12,0
3503.38,93,16,0
4944.81,24,12,0
1550.24,80,7,0
1375.22,33,14,0
2425.46,25,15,0
295.05,15,2,0
4046.56,55,10,0
3168.54,12,6,0
2633.6,76,13,0
2765.48,22,2,0
1217.5,74,10,0
1076.71,80,1,0
3961.37,69,23,0
1007.87,83,3,0
2313.01,95,11,0
1688.29,14,7,0
3660.92,86,23,0
1867.57,38,19,0
3592.54,48,0,0
4931.59,23,11,0
4469.56,19,11,0
2727.82,68,7,0
3407.06,20,22,0
4129.9,95,0,1
4619.36,21,19,0
3545.5,31,11,0
2337.32,58,21,0
845.34,97,18,0
3905.13,78,5,0
19.08,10,12,0
2465.19,70,11,0
1452.03,93,17,0
4880.75,49,20,0
211.02,80,13,0
4888.46,91,18,1
1570.34,95,9,0
3739.21,54,0,0
4578.96,57,21,0
2834.21,95,6,1
2866.44,2,11,0
2030.86,78,3,0
623.57,31,8,0
4180.66,95,5,1
2349.09,52,4,0
3847.21,57,1,0
1152.15,75,6,0
1889.92,71,16,0
2458.98,87,21,0
4255.77,98,2,1
1035.73,64,23,0
3754.03,3,16,0
2554.31,98,0,1
3947.87,11,5,0
3700.49,59,16,0
2899.61,100,12,0
3157.08,14,2,0
4119.29,28,20,0
1832.88,84,7,0
462.95,91,22,0
4431.02,4,12,0
3946.22,64,13,0
3215.08,48,23,0
3001.09,26,19,0
4393.39,47,22,0
546.05,98,12,0
2071.05,25,20,0
3252.88,19,21,0
2587.24,68,3,0
1534.1,81,17,0
1988.91,90,3,0
3661.15,68,7,0
3061.92,34,14,0
53.45,35,8,0
209.12,77,15,0
4293.97,18,14,0
135.73,9,19,0
4497.85,54,2,1
4642.78,91,10,1
1350.91,54,17,0
4033.55,29,7,0
4955.88,67,10,0
3326.52,61,20,0
4311.2,52,1,1
2629.51,52,10,0
4469.47,66,5,0
2865.9,93,10,0
2691.83,49,2,0
4711.31,58,2,1
1947.85,86,5,0
978.2,8,0,0
3967.05,24,8,0
4401.47,57,0,1
1131.66,34,21,0
461.72,87,7,0
2947.88,34,5,0
2440.6,29,2,0
3811.35,41,4,0
2825.02,78,2,0
3660.09,91,7,0
2718.96,94,12,0
1467.8,25,2,0
857.14,48,6,0
1683.78,12,8,0
3652.36,13,17,0
2151.8,3,15,0
311.47,20,0,0
2689.84,63,23,0
2528.24,60,2,0
2418.58,94,12,0
1665.11,85,7,0
796.82,71,7,0
92.27,30,16,0
1745.93,79,14,0
4882.43,86,14,0
2086.16,27,18,0
1093.66,28,22,0
3171.27,50,3,0
710.94,67,11,0
16.46,58,8,0
3541.74,93,17,0
4044.47,43,7,0
1449.61,31,13,0
2914.92,24,9,0
4879.02,42,2,1
1371.83,78,3,0
437.96,82,1,0
4643.99,18,7,0
2098.71,96,8,0
4549.77,91,16,1
3986.69,28,15,0
2719.2,58,23,0
2089.38,62,5,0
1631.61,39,9,0
3560.68,95,19,0
706.26,86,13,0
605.8,25,16,0
3874.0,15,7,0
465.15,92,2,1
4452.24,80,23,0
4921.23,1,16,0
737.25,1,21,0
2243.5,67,18,0
336.54,87,0,0
4135.49,1,18,0
1478.09,7,0,0
2695.04,41,0,0
3908.91,66,21,0
807.07,23,17,0
2818.48,55,23,0
2096.57,88,20,0
2401.6,97,2,1
1698.55,89,20,0
4104.69,86,8,0
4008.4,11,13,0
4590.84,53,12,0
3015.17,27,22,0
3453.24,98,8,0
2217.83,71,12,0
3192.82,92,19,0
1044.99,89,14,0
3840.21,64,18,0
4912.06,81,12,0
745.43,88,12,0
313.47,24,10,0
15.91,36,21,0
309.55,77,0,0
2963.84,81,3,0
3774.33,29,7,0
2353.09,88,15,0
4571.26,22,10,0
1247.72,92,4,1
2893.03,12,8,0
285.05,24,6,0
779.43,80,16,0
781.29,46,11,0
2907.21,38,2,0
2416.39,1,11,0
2620.74,43,12,0
2108.39,32,11,0
1364.29,64,18,0
2997.66,17,6,0
4434.35,10,1,1
635.06,80,14,0
1884.4,42,4,0
1142.17,84,10,0
3365.8,9,19,0
4823.3,97,20,1
1207.43,97,17,0
1765.17,58,16,0
3459.42,100,4,1
1692.44,4,0,0
4896.0,15,15,0
1981.33,44,15,0
4936.07,37,18,0
3100.77,67,12,0
2391.73,98,14,0
417.99,73,14,0
4226.51,33,4,1
3163.68,77,8,0
3656.39,37,14,0
410.37,70,16,0
1636.85,62,10,0
3219.32,43,10,0
2029.19,26,18,0
2347.88,68,10,0
1474.76,51,12,0
3263.04,17,20,0
1892.12,8,19,0
3962.02,73,10,0
1.6,15,18,0
4153.31,36,11,0
989.39,29,20,0
386.46,73,12,0
289.59,44,15,0
3410.49,71,23,0
3530.97,3,18,0
280.28,26,14,0
3566.75,23,5,0
3475.06,89,3,0
3409.42,28,14,0
4329.72,34,17,0
4793.35,50,3,1
365.75,11,5,0
3570.4,10,21,0
3058.25,55,3,0
1990.65,65,2,0
503.71,21,20,0
3130.46,54,0,0
2108.02,29,13,0
4379.47,66,14,0
683.41,45,16,0
2035.57,70,15,0
2305.52,97,22,0
4014.39,28,17,0
175.45,71,5,0
2613.12,22,12,0
4001.65,88,9,0
4035.68,74,8,0
3616.72,16,19,0
614.19,13,7,0
1814.1,29,12,0
1566.01,39,17,0
2186.23,17,4,0
2215.39,25,1,0
1827.72,54,21,0
4202.06,58,11,0
4794.16,97,10,1
3843.97,97,20,0
417.45,24,2,0
4756.94,8,16,0
136.32,7,0,0
4676.13,50,9,0
429.29,41,7,0
3491.06,40,23,0
2543.61,15,14,0
1384.89,34,14,0
4597.53,84,1,1
1276.37,8,0,0
4010.26,67,22,0
306.42,7,14,0
3763.21,72,20,0
4484.07,58,2,1
560.2,34,7,0
3676.39,49,9,0
3841.02,48,5,0
4598.56,38,16,0
4726.17,67,23,0
3804.79,89,21,0
1583.07,70,22,0
3458.78,41,16,0
4813.75,14,10,0
2843.32,37,16,0
2255.68,56,0,0
2249.99,6,6,0
4140.98,59,8,0
3817.78,36,2,0
1002.72,35,3,0
1487.44,69,7,0
1515.07,19,22,0
4671.84,65,2,1
3577.26,90,12,1
4350.44,23,10,0
1180.16,93,14,0
4154.03,13,16,0
731.08,89,15,0
283.18,18,14,0
2606.66,27,8,0
854.51,36,22,0
2224.76,58,10,0
4443.53,70,7,0
4341.19,22,16,0
2540.0,57,13,0
295.11,80,21,0
4688.91,64,2,1
933.2,71,6,0
4192.31,90,6,0
4260.73,38,3,1
2884.91,40,13,0
343.86,97,17,0
828.31,22,11,0
2051.85,82,22,0
3820.1,100,7,0
2531.64,3,11,0
251.81,79,10,0
3310.24,31,11,0
4619.34,92,1,1
3570.31,94,9,0
4798.94,74,18,0
3119.53,77,0,0
935.72,81,20,0
4857.13,85,23,0
4445.25,57,18,0
4856.81,61,10,0
269.19,12,9,0
3993.59,6,18,0
2521.0,94,20,0
1375.21,12,22,0
657.43,73,8,0
1495.55,86,21,0
2897.78,25,3,0
2720.58,69,5,0
1022.84,57,3,0
3701.36,56,2,0
3779.16,11,16,0
2613.94,5,3,0
1727.79,96,2,1
1932.58,59,12,0
4635.28,37,13,0
4154.64,97,10,1
4297.8,1,6,0
4792.52,69,8,0
4054.95,51,2,1
2099.42,16,13,0
3048.7,52,23,0
2560.31,92,21,0
3318.22,7,5,0
3981.06,61,22,0
1632.99,88,22,0
59.96,56,15,0
621.91,38,18,0
946.95,90,1,0
3821.62,11,22,0
3533.16,80,2,0
76.17,86,6,0
517.14,48,5,0
566.28,99,19,0
2725.72,100,18,0
87.69,25,11,0
4154.81,88,13,0
1964.83,53,6,0
4101.3,75,23,0
3149.34,84,22,0
2613.04,78,5,0
4936.98,81,8,0
1487.63,98,17,0
599.4,12,4,0
3276.78,21,6,0
1816.52,25,3,1
1610.27,15,13,0
1526.2,46,16,0
2890.32,15,3,0
3767.76,46,15,0
4333.17,15,21,1
2901.82,69,22,0
4084.11,22,6,0
1449.14,27,16,0
1611.36,19,16,0
1952.48,5,11,0
1069.87,96,19,0
4670.95,5,5,0
3711.2,96,19,0
2482.2,95,13,0
3060.49,52,20,0
1569.45,97,1,1
926.95,70,8,0
1312.28,90,8,0
3881.17,53,17,0
162.18,25,1,0
3538.69,29,21,0
1817.58,76,4,0
2988.19,47,5,0
4862.03,44,16,0
55.54,67,12,0
4271.75,48,18,0
2456.5,69,23,0
2367.96,72,9,0
753.98,12,20,0
4742.7,95,2,1
2899.38,94,12,0
3537.29,99,3,1
4851.96,52,23,0
1304.41,25,18,0
2467.9,72,19,0
2147.96,48,9,0
2302.5,40,20,0
856.12,99,0,1
1497.25,72,14,0
4284.19,56,22,0
1360.26,68,15,0
2965.11,11,18,0
1580.4,95,8,0
2894.34,28,14,0
2429.2,24,23,0
3607.14,77,8,0
501.04,82,20,0
1962.97,30,16,0
3278.83,84,3,0
1463.21,62,5,0
1897.23,84,15,0
1369.83,14,22,0
3327.67,47,18,0
1897.97,4,0,0
1611.67,42,8,0
4982.29,23,12,0
2415.05,92,16,0
134.89,36,10,0
1428.48,8,23,0
2004.06,35,15,0
466.12,78,15,0
1492.87,1,10,0
3549.95,47,9,0
3631.82,10,2,0
1627.98,7,14,0
2363.18,2,7,0
2102.64,83,21,0
2674.82,48,2,0
1471.65,81,23,0
4089.65,26,23,0
400.8,74,13,0
89.5,17,15,0
2592.53,79,19,0
4173.44,47,0,1
1706.39,89,12,0
4383.0,29,20,0
1661.24,3,19,0
9.08,40,10,0
3716.67,8,9,0
3987.18,55,1,0
2658.0,80,2,0
3374.69,41,10,0
4621.98,44,0,1
1082.68,2,2,0
383.25,56,20,0
1294.49,95,22,0
4822.44,42,4,1
3880.42,67,9,0
4973.02,30,13,0
2410.53,21,21,0
4906.88,90,3,1
2867.98,70,5,0
315.43,76,14,0
4490.94,50,6,0
3531.79,79,3,0
4171.8,87,12,0
926.02,65,23,0
4295.51,29,17,0
4889.95,74,14,0
4852.65,86,13,0
3739.83,42,15,0
1831.32,67,6,0
3229.94,7,18,0
3814.3,24,17,0
3526.68,56,21,0
2557.68,52,11,1
3452.44,93,22,0
3471.23,51,17,0
2579.05,74,12,0
3205.59,99,4,1
2529.86,74,9,0
4970.51,91,9,1
698.87,66,0,0
3073.93,92,0,1
2092.16,86,11,0
1117.49,69,2,0
4625.32,38,5,0
4375.98,6,19,0
1333.87,19,4,0
1036.75,38,4,0
4720.93,39,11,0
978.7,3,10,1
4756.98,80,3,1
138.59,53,3,0
3916.88,57,7,1
2997.52,3,7,0
3712.8,37,7,0
745.38,29,12,0
3017.75,83,20,0
3155.98,50,0,0
626.38,12,13,0
1037.31,2,1,0
294.7,34,22,0
4530.15,80,12,0
342.14,36,9,0
763.44,41,0,0
2989.9,12,5,0
3577.57,43,1,0
726.7,96,4,1
1750.55,43,20,0
1640.18,98,20,0
1896.48,34,14,0
2566.73,94,10,0
1280.36,31,11,0
447.47,31,11,0
3530.3,63,20,0
2134.07,54,16,0
2871.06,66,2,0
4507.91,8,18,0
2370.66,24,4,0
2643.87,73,3,0
4582.62,87,3,1
2802.0,17,1,0
4158.18,32,22,0
510.75,73,13,0
1117.44,76,13,0
1302.22,54,12,0
2052.2,34,8,0
2031.89,83,19,0
2559.11,16,3,0
3771.99,45,23,0
1176.65,13,2,0
1561.02,27,17,0
2644.57,76,5,0
1392.96,92,15,0
4840.33,38,19,0
2333.48,29,3,0
4416.65,96,9,1
78.53,83,17,0
827.69,33,15,0
2773.12,36,1,1
4791.13,2,12,0
1303.57,15,6,1
455.86,99,11,0
4267.87,58,23,0
2257.74,26,18,0
2240.08,41,6,0
4882.61,71,2,1
1027.81,86,6,0
31.87,66,21,0
2407.43,40,20,0
13.95,98,4,1
1755.05,62,9,0
2329.17,97,5,0
4251.92,44,10,0
2388.19,81,10,0
336.52,10,13,0
2476.06,65,0,0
302.68,62,6,0
580.38,100,3,1
2276.59,66,21,0
3630.95,62,14,0
3781.9,75,11,0
3835.76,20,9,0
4503.61,61,23,1
3332.58,86,21,0
508.57,80,6,0
3947.7,82,21,0
1043.89,49,5,0
4349.38,61,17,0
3775.2,92,15,0
2721.94,24,23,0
1663.18,70,3,0
3230.57,49,15,0
3622.09,50,4,0
4783.38,19,5,0
1999.16,96,18,0
2950.67,55,3,0
4342.67,40,4,1
836.76,13,4,0
1202.34,80,13,0
1161.73,57,5,0
1346.09,50,16,0
870.75,94,23,0
1754.61,69,8,0
3881.89,94,6,0
1742.14,25,5,0
1395.08,33,16,0
715.73,46,7,1
2877.99,45,11,0
1192.43,53,12,0
962.93,19,8,0
2155.95,84,13,0
4940.28,55,11,1
4580.9,60,20,0
3110.65,66,10,0
2239.3,67,9,0
169.47,59,18,0
3588.41,68,15,1
4772.85,90,2,1
2991.76,30,3,0
3522.12,75,8,1
724.19,75,17,0
4096.72,57,20,0
3376.07,36,20,0
2695.35,55,16,0
1603.05,36,0,0
1178.36,12,23,0
2489.98,7,0,0
4673.18,90,17,1
3262.52,67,7,0
2355.98,58,18,0
4540.34,44,21,0
3956.43,62,7,0
1802.3,80,7,0
843.86,85,20,0
2699.77,24,1,0
4444.58,55,19,0
2006.24,80,9,0
2020.95,90,16,0
1819.42,8,3,0
2392.2,87,1,0
105.86,32,1,0
4443.37,32,12,0
653.89,12,16,0
2013.0,32,18,0
760.7,76,1,0
1467.36,97,11,0
294.97,95,13,0
2699.58,73,6,0
3241.45,65,17,0
1944.47,86,0,0
4369.41,8,23,0
413.16,26,12,0
72.64,39,10,0
2233.66,98,18,0
4041.44,5,19,0
3940.97,47,21,0
825.45,23,12,0
4182.81,81,23,0
408.37,81,1,0
1725.43,74,14,0
4696.57,45,18,0
4295.48,50,15,0
3348.11,34,22,0
4363.78,22,7,0
685.85,18,18,0
4716.7,79,17,0
3612.46,62,11,0
2978.72,57,20,0
877.23,36,23,0
4256.17,91,5,1
3581.93,43,9,0
2842.71,16,16,0
1790.55,80,6,0
2700.03,14,16,0
4719.81,87,19,0
397.46,100,5,0
2934.05,39,5,0
4100.09,86,5,0
4483.53,65,16,0
1363.93,32,21,0
129.55,97,16,0
